x0000,y0000
392.,-0.019375
393.,-0.0190625
394.,-0.019375
395.,-0.0196875
396.,-0.0196875
397.,-0.019375
398.,-0.02
399.,-0.0203125
400.,-0.019375
401.,-0.02
402.,-0.02
403.,-0.02
404.,-0.0196875
405.,-0.0190625
406.,-0.02
407.,-0.0196875
408.,-0.02
409.,-0.02
410.,-0.01875
411.,-0.019375
412.,-0.019375
413.,-0.02
414.,-0.019375
415.,-0.019375
416.,-0.0190625
417.,-0.0190625
418.,-0.019375
419.,-0.0190625
420.,-0.019375
421.,-0.02
422.,-0.0196875
423.,-0.02
424.,-0.01875
425.,-0.0203125
426.,-0.02
427.,-0.02
428.,-0.01875
429.,-0.019375
430.,-0.0196875
431.,-0.0196875
432.,-0.02
433.,-0.0190625
434.,-0.019375
435.,-0.0190625
436.,-0.0196875
437.,-0.0196875
438.,-0.02
439.,-0.019375
440.,-0.019375
441.,-0.019375
442.,-0.019375
443.,-0.019375
444.,-0.019375
445.,-0.019375
446.,-0.02
447.,-0.02
448.,-0.0190625
449.,-0.0184375
450.,-0.0190625
451.,-0.0184375
452.,-0.019375
453.,-0.0196875
454.,-0.02
455.,-0.0184375
456.,-0.0190625
457.,-0.019375
458.,-0.0184375
459.,-0.019375
460.,-0.019375
461.,-0.0196875
462.,-0.019375
463.,-0.019375
464.,-0.0190625
465.,-0.01875
466.,-0.02
467.,-0.019375
468.,-0.0190625
469.,-0.0190625
470.,-0.0196875
471.,-0.0190625
472.,-0.0184375
473.,-0.0190625
474.,-0.019375
475.,-0.0190625
476.,-0.0196875
477.,-0.02
478.,-0.01875
479.,-0.0190625
480.,-0.0196875
481.,-0.0196875
482.,-0.0190625
483.,-0.0196875
484.,-0.019375
485.,-0.01875
486.,-0.0196875
487.,-0.02
488.,-0.0196875
489.,-0.0196875
490.,-0.02
491.,-0.0203125
492.,-0.0190625
493.,-0.01875
494.,-0.02
495.,-0.019375
496.,-0.0190625
497.,-0.02
498.,-0.0190625
499.,-0.020625
500.,-0.01875
501.,-0.019375
502.,-0.019375
503.,-0.02
504.,-0.0190625
505.,-0.019375
506.,-0.019375
507.,-0.019375
508.,-0.0196875
509.,-0.019375
510.,-0.019375
511.,-0.0196875
512.,-0.02
513.,-0.02
514.,-0.019375
515.,-0.02
516.,-0.020625
517.,-0.0196875
518.,-0.0190625
519.,-0.0190625
520.,-0.0190625
521.,-0.02
522.,-0.019375
523.,-0.0184375
524.,-0.019375
525.,-0.02
526.,-0.0190625
527.,-0.0203125
528.,-0.02
529.,-0.019375
530.,-0.01875
531.,-0.0184375
532.,-0.0196875
533.,-0.02
534.,-0.0196875
535.,-0.019375
536.,-0.01875
537.,-0.02
538.,-0.02
539.,-0.0190625
540.,-0.0190625
541.,-0.019375
542.,-0.0196875
543.,-0.019375
544.,-0.0184375
545.,-0.0184375
546.,-0.0196875
547.,-0.019375
548.,-0.02
549.,-0.019375
550.,-0.0196875
551.,-0.0190625
552.,-0.0190625
553.,-0.02
554.,-0.019375
555.,-0.02
556.,-0.02
557.,-0.02
558.,-0.019375
559.,-0.0196875
560.,-0.02
561.,-0.019375
562.,-0.0190625
563.,-0.01875
564.,-0.019375
565.,-0.0196875
566.,-0.02
567.,-0.0190625
568.,-0.0190625
569.,-0.0196875
570.,-0.01875
571.,-0.0190625
572.,-0.0184375
573.,-0.0196875
574.,-0.0184375
575.,-0.0190625
576.,-0.02
577.,-0.01875
578.,-0.019375
579.,-0.0196875
580.,-0.019375
581.,-0.019375
582.,-0.019375
583.,-0.019375
584.,-0.0190625
585.,-0.019375
586.,-0.02
587.,-0.0196875
588.,-0.02
589.,-0.0190625
590.,-0.0190625
591.,-0.0196875
592.,-0.01875
593.,-0.0184375
594.,-0.0196875
595.,-0.020625
596.,-0.0190625
597.,-0.0196875
598.,-0.02
599.,-0.02
600.,-0.0196875
601.,-0.0190625
602.,-0.019375
603.,-0.0184375
604.,-0.02
605.,-0.0190625
606.,-0.0196875
607.,-0.019375
608.,-0.0190625
609.,-0.0184375
610.,-0.0203125
611.,-0.02
612.,-0.020625
613.,-0.02
614.,-0.02
615.,-0.02
616.,-0.019375
617.,-0.02
618.,-0.0196875
619.,-0.0196875
620.,-0.019375
621.,-0.019375
622.,-0.019375
623.,-0.02
624.,-0.01875
625.,-0.0190625
626.,-0.02
627.,-0.0190625
628.,-0.02
629.,-0.02
630.,-0.019375
631.,-0.0190625
632.,-0.0184375
633.,-0.01875
634.,-0.019375
635.,-0.0196875
636.,-0.019375
637.,-0.0190625
638.,-0.02
639.,-0.0184375
640.,-0.0196875
641.,-0.0196875
642.,-0.02
643.,-0.02
644.,-0.02
645.,-0.0190625
646.,-0.019375
647.,-0.0184375
648.,-0.01875
649.,-0.0196875
650.,-0.019375
651.,-0.019375
652.,-0.020625
653.,-0.01875
654.,-0.020625
655.,-0.0196875
656.,-0.019375
657.,-0.0184375
658.,-0.0196875
659.,-0.0196875
660.,-0.0196875
661.,-0.019375
662.,-0.019375
663.,-0.0196875
664.,-0.019375
665.,-0.0196875
666.,-0.019375
667.,-0.019375
668.,-0.02
669.,-0.02
670.,-0.02
671.,-0.02
672.,-0.019375
673.,-0.02
674.,-0.0203125
675.,-0.0190625
676.,-0.019375
677.,-0.0190625
678.,-0.02
679.,-0.0196875
680.,-0.01875
